locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFJHKHAP_02569	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
IFJHKHAP_02570	CDS	1371	proY		COG1113	Proline-specific permease ProY
IFJHKHAP_02571	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
IFJHKHAP_02572	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IFJHKHAP_02573	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
IFJHKHAP_02574	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
IFJHKHAP_02575	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
IFJHKHAP_02576	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
IFJHKHAP_02577	CDS	1815	secD		COG0342	Protein translocase subunit SecD
IFJHKHAP_02578	CDS	972	secF		COG0341	Protein translocase subunit SecF
IFJHKHAP_02579	CDS	366				hypothetical protein
IFJHKHAP_02580	CDS	693				hypothetical protein
IFJHKHAP_02581	CDS	348				hypothetical protein
IFJHKHAP_02582	CDS	108				hypothetical protein
IFJHKHAP_02583	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
IFJHKHAP_02584	CDS	540	yajI			putative lipoprotein YajI
IFJHKHAP_02585	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
IFJHKHAP_02586	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
IFJHKHAP_02587	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
IFJHKHAP_02588	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
IFJHKHAP_02589	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
IFJHKHAP_02590	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
IFJHKHAP_02591	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
IFJHKHAP_02592	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
IFJHKHAP_02593	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
IFJHKHAP_02594	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
IFJHKHAP_02595	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
IFJHKHAP_02596	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
IFJHKHAP_02597	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
IFJHKHAP_02598	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
IFJHKHAP_02599	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
IFJHKHAP_02600	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
IFJHKHAP_02601	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
IFJHKHAP_02602	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
IFJHKHAP_02603	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
IFJHKHAP_02604	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
IFJHKHAP_02605	CDS	492				hypothetical protein
IFJHKHAP_02606	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
IFJHKHAP_02607	CDS	1512				hypothetical protein
IFJHKHAP_02608	CDS	1494				hypothetical protein
IFJHKHAP_02609	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
IFJHKHAP_02610	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
IFJHKHAP_02611	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
IFJHKHAP_02612	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
IFJHKHAP_02613	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
IFJHKHAP_02614	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
IFJHKHAP_02615	CDS	633				hypothetical protein
IFJHKHAP_02616	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
IFJHKHAP_02617	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
IFJHKHAP_02618	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
IFJHKHAP_02619	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IFJHKHAP_02620	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
IFJHKHAP_02621	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
IFJHKHAP_02622	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
IFJHKHAP_02623	CDS	375			COG1555	putative protein
IFJHKHAP_02624	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
IFJHKHAP_02625	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
IFJHKHAP_02626	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
IFJHKHAP_02627	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
IFJHKHAP_02628	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
IFJHKHAP_02629	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
IFJHKHAP_02630	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
IFJHKHAP_02631	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
IFJHKHAP_02632	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
IFJHKHAP_02633	CDS	1287	amtB			Ammonia channel
IFJHKHAP_02634	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
IFJHKHAP_02635	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
IFJHKHAP_02636	CDS	312	atl		COG3695	DNA base-flipping protein
IFJHKHAP_02637	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
IFJHKHAP_02638	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
IFJHKHAP_02639	CDS	471	ylaC			Inner membrane protein YlaC
IFJHKHAP_02640	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
IFJHKHAP_02641	CDS	219	hha			Hemolysin expression-modulating protein Hha
IFJHKHAP_02642	CDS	375	tomB			Hha toxicity modulator TomB
IFJHKHAP_02643	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
IFJHKHAP_02644	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
IFJHKHAP_02645	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
IFJHKHAP_02646	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
IFJHKHAP_02647	CDS	936				ISNCY family transposase ISRor2
IFJHKHAP_02648	CDS	168				hypothetical protein
IFJHKHAP_02649	CDS	516	priC		COG3923	Primosomal replication protein N''
IFJHKHAP_02650	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
IFJHKHAP_02651	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
IFJHKHAP_02652	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
IFJHKHAP_02653	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
IFJHKHAP_02654	CDS	606	recR		COG0353	Recombination protein RecR
IFJHKHAP_02655	CDS	1875	htpG		COG0326	Chaperone protein HtpG
IFJHKHAP_02656	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
IFJHKHAP_02657	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
IFJHKHAP_02658	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
IFJHKHAP_02659	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
IFJHKHAP_02660	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
IFJHKHAP_02661	CDS	126				hypothetical protein
IFJHKHAP_02662	CDS	1221	fsr			Fosmidomycin resistance protein
IFJHKHAP_02663	CDS	1653	ushA		COG0737	Protein UshA
IFJHKHAP_02664	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IFJHKHAP_02665	CDS	795				hypothetical protein
IFJHKHAP_02666	CDS	828				hypothetical protein
IFJHKHAP_02667	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
IFJHKHAP_02668	CDS	417	cueR		COG0789	HTH-type transcriptional regulator CueR
IFJHKHAP_02669	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
IFJHKHAP_02670	CDS	918	qmcA		COG0330	Protein QmcA
IFJHKHAP_02671	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
IFJHKHAP_02672	CDS	780	fetB		COG0390	putative iron export permease protein FetB
IFJHKHAP_02673	CDS	855	cnoX		COG3118	Chaperedoxin
IFJHKHAP_02674	CDS	771				hypothetical protein
IFJHKHAP_02675	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
IFJHKHAP_02676	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IFJHKHAP_02677	CDS	2415				hypothetical protein
IFJHKHAP_02678	CDS	105				hypothetical protein
IFJHKHAP_02679	CDS	1134				hypothetical protein
IFJHKHAP_02680	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
IFJHKHAP_02681	CDS	1017	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
IFJHKHAP_02682	CDS	660	metP		COG2011	Methionine import system permease protein MetP
IFJHKHAP_02683	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
IFJHKHAP_02684	CDS	927	allS_1			HTH-type transcriptional activator AllS
IFJHKHAP_02685	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
IFJHKHAP_02686	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
IFJHKHAP_02687	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
IFJHKHAP_02688	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
IFJHKHAP_02689	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
IFJHKHAP_02690	CDS	1248	sauU_3			putative sulfoacetate transporter SauU
IFJHKHAP_02691	CDS	1455	ybbW		COG1953	Putative allantoin permease
IFJHKHAP_02692	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
IFJHKHAP_02693	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
IFJHKHAP_02694	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
IFJHKHAP_02695	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
IFJHKHAP_02696	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
IFJHKHAP_02697	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
IFJHKHAP_02698	CDS	1665	fdrA		COG0074	Protein FdrA
IFJHKHAP_02699	CDS	1260				hypothetical protein
IFJHKHAP_02700	CDS	810				hypothetical protein
IFJHKHAP_02701	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
IFJHKHAP_02702	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
IFJHKHAP_02703	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
IFJHKHAP_02704	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
IFJHKHAP_02705	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
IFJHKHAP_02706	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
IFJHKHAP_02707	CDS	825				hypothetical protein
IFJHKHAP_02708	CDS	438				hypothetical protein
IFJHKHAP_02709	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
IFJHKHAP_02710	CDS	213	ybcJ		COG2501	putative protein YbcJ
IFJHKHAP_02711	CDS	867	folD		COG0190	Bifunctional protein FolD protein
IFJHKHAP_02712	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
IFJHKHAP_02713	CDS	534	fimA_2			Type-1 fimbrial protein, A chain
IFJHKHAP_02714	CDS	369	sfmC_2			putative fimbrial chaperone SfmC
IFJHKHAP_02715	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
IFJHKHAP_02716	CDS	240	sfmH_2			putative fimbrial-like protein SfmH
IFJHKHAP_02717	CDS	687	sfmH_3			putative fimbrial-like protein SfmH
IFJHKHAP_02718	CDS	519	sfmF			putative fimbrial-like protein SfmF
IFJHKHAP_02719	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
IFJHKHAP_02720	CDS	723				hypothetical protein
IFJHKHAP_02721	CDS	309				hypothetical protein
IFJHKHAP_02722	CDS	597				hypothetical protein
IFJHKHAP_02723	tRNA	77				tRNA-Arg(tct)
IFJHKHAP_02724	CDS	273				hypothetical protein
IFJHKHAP_02725	CDS	219				hypothetical protein
IFJHKHAP_02726	CDS	159				hypothetical protein
IFJHKHAP_02727	CDS	1641				hypothetical protein
IFJHKHAP_02728	CDS	927	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
IFJHKHAP_02729	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
IFJHKHAP_02730	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
IFJHKHAP_02731	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
IFJHKHAP_02732	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
IFJHKHAP_02733	CDS	237	rclB			putative protein RclB
IFJHKHAP_02734	CDS	561	rclC		COG3059	Inner membrane protein RclC
IFJHKHAP_02735	CDS	1176				hypothetical protein
IFJHKHAP_02736	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
IFJHKHAP_02737	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
IFJHKHAP_02738	CDS	1971	lip-1	3.1.1.3		Lipase 1
IFJHKHAP_02739	CDS	2730	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
IFJHKHAP_02740	CDS	987	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
IFJHKHAP_02741	CDS	1062				hypothetical protein
IFJHKHAP_02742	CDS	855	manZ_4		COG3716	PTS system mannose-specific EIID component
IFJHKHAP_02743	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
IFJHKHAP_02744	CDS	471	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
IFJHKHAP_02745	CDS	450				hypothetical protein
IFJHKHAP_02746	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
IFJHKHAP_02747	CDS	369				hypothetical protein
IFJHKHAP_02748	CDS	582	betI			HTH-type transcriptional regulator BetI
IFJHKHAP_02749	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
IFJHKHAP_02750	CDS	249				hypothetical protein
IFJHKHAP_02751	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
IFJHKHAP_02752	CDS	705				hypothetical protein
IFJHKHAP_02753	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
IFJHKHAP_02754	CDS	1215	fes_1		COG2382	Enterochelin esterase
IFJHKHAP_02755	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
IFJHKHAP_02756	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
IFJHKHAP_02757	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
IFJHKHAP_02758	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
IFJHKHAP_02759	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
IFJHKHAP_02760	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
IFJHKHAP_02761	CDS	1245	entS		COG0477	Enterobactin exporter EntS
IFJHKHAP_02762	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
IFJHKHAP_02763	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
IFJHKHAP_02764	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
IFJHKHAP_02765	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
IFJHKHAP_02766	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
IFJHKHAP_02767	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
IFJHKHAP_02768	CDS	2106	cstA		COG1966	Peptide transporter CstA
IFJHKHAP_02769	CDS	198				hypothetical protein
IFJHKHAP_02770	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
IFJHKHAP_02771	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
IFJHKHAP_02772	CDS	618	ybdM		COG1475	putative protein YbdM
IFJHKHAP_02773	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
IFJHKHAP_02774	CDS	903	ybdO_3			putative HTH-type transcriptional regulator YbdO
IFJHKHAP_02775	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
IFJHKHAP_02776	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IFJHKHAP_02777	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
IFJHKHAP_02778	rRNA	78				5S ribosomal RNA (partial)
IFJHKHAP_02779	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
IFJHKHAP_02780	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
IFJHKHAP_02781	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
IFJHKHAP_02782	tRNA	76				tRNA-Thr(tgt)
IFJHKHAP_02783	tRNA	85				tRNA-Tyr(gta)
IFJHKHAP_02784	tRNA	75				tRNA-Gly(tcc)
IFJHKHAP_02785	tRNA	76				tRNA-Thr(ggt)
IFJHKHAP_02786	CDS	1110				hypothetical protein
IFJHKHAP_02787	CDS	1530				hypothetical protein
IFJHKHAP_02788	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
IFJHKHAP_02789	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
IFJHKHAP_02790	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
IFJHKHAP_02791	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
IFJHKHAP_02792	CDS	1398	narK		COG2223	Nitrate/nitrite transporter NarK
IFJHKHAP_02793	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
IFJHKHAP_02794	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
IFJHKHAP_02795	CDS	1425				Invasin
IFJHKHAP_02796	CDS	354	ychN		COG1553	Protein YchN
IFJHKHAP_02797	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
IFJHKHAP_02798	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
IFJHKHAP_02799	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
IFJHKHAP_02800	CDS	810				hypothetical protein
IFJHKHAP_02801	CDS	390	ychQ		COG3094	Protein YchQ
IFJHKHAP_02802	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
IFJHKHAP_02803	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
IFJHKHAP_02804	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
IFJHKHAP_02805	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
IFJHKHAP_02806	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
IFJHKHAP_02807	CDS	948	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
IFJHKHAP_02808	CDS	1659	dauA		COG0659	C4-dicarboxylic acid transporter DauA
IFJHKHAP_02809	CDS	279				hypothetical protein
IFJHKHAP_02810	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
IFJHKHAP_02811	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
IFJHKHAP_02812	CDS	1266				hypothetical protein
IFJHKHAP_02813	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
IFJHKHAP_02814	CDS	1794	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
IFJHKHAP_02815	CDS	732	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
IFJHKHAP_02816	CDS	597	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
IFJHKHAP_02817	CDS	405	hyaE			Hydrogenase-1 operon protein HyaE
IFJHKHAP_02818	CDS	849				hypothetical protein
IFJHKHAP_02819	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
IFJHKHAP_02820	CDS	1137	appB_2	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
IFJHKHAP_02821	CDS	90	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
IFJHKHAP_02822	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
IFJHKHAP_02823	CDS	1713	treA	3.2.1.28	COG1626	Periplasmic trehalase
IFJHKHAP_02824	CDS	255				hypothetical protein
IFJHKHAP_02825	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
IFJHKHAP_02826	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
IFJHKHAP_02827	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
IFJHKHAP_02828	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
IFJHKHAP_02829	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
IFJHKHAP_02830	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
IFJHKHAP_02831	CDS	1533				hypothetical protein
IFJHKHAP_02832	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
IFJHKHAP_02833	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
IFJHKHAP_02834	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
IFJHKHAP_02835	CDS	342	yeaR_1		COG3615	putative protein YeaR
IFJHKHAP_02836	CDS	174	gnsA			Protein GnsA
IFJHKHAP_02837	CDS	138				hypothetical protein
IFJHKHAP_02838	CDS	447				hypothetical protein
IFJHKHAP_02839	CDS	660	ycgM		COG0179	putative protein YcgM
IFJHKHAP_02840	CDS	294	ycgL		COG3100	Protein YcgL
IFJHKHAP_02841	CDS	708	minC		COG0850	Septum site-determining protein MinC
IFJHKHAP_02842	CDS	813	minD		COG2894	Septum site-determining protein MinD
IFJHKHAP_02843	CDS	267	minE		COG0851	Cell division topological specificity factor
IFJHKHAP_02844	CDS	1173	rnd	3.1.13.5	COG0349	Ribonuclease D
IFJHKHAP_02845	CDS	246				IS200/IS605 family transposase IS200F
IFJHKHAP_02846	tRNA	77				tRNA-Arg(acg)
IFJHKHAP_02847	tRNA	77				tRNA-Arg(acg)
IFJHKHAP_02848	tRNA	77				tRNA-Arg(acg)
IFJHKHAP_02849	tRNA	93				tRNA-Ser(gct)
IFJHKHAP_02850	CDS	186	csrA		COG1551	Carbon storage regulator
IFJHKHAP_02851	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
IFJHKHAP_02852	CDS	540	recX		COG2137	Regulatory protein RecX
IFJHKHAP_02853	CDS	1062	recA		COG0468	Protein RecA
IFJHKHAP_02854	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
IFJHKHAP_02855	CDS	246				hypothetical protein
IFJHKHAP_02856	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
IFJHKHAP_02857	CDS	564	srlA_1		COG3730	PTS system glucitol/sorbitol-specific EIIC component
IFJHKHAP_02858	CDS	972	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
IFJHKHAP_02859	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
IFJHKHAP_02860	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
IFJHKHAP_02861	CDS	360				hypothetical protein
IFJHKHAP_02862	CDS	774	srlR_1		COG1349	Glucitol operon repressor
IFJHKHAP_02863	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
IFJHKHAP_02864	CDS	1521	norR_4		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
IFJHKHAP_02865	CDS	1440	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
IFJHKHAP_02866	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
IFJHKHAP_02867	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
IFJHKHAP_02868	CDS	546	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
IFJHKHAP_02869	CDS	810				hypothetical protein
IFJHKHAP_02870	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
IFJHKHAP_02871	CDS	411				hypothetical protein
IFJHKHAP_02872	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
IFJHKHAP_02873	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
IFJHKHAP_02874	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
IFJHKHAP_02875	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
IFJHKHAP_02876	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
IFJHKHAP_02877	CDS	609	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
IFJHKHAP_02878	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
IFJHKHAP_02879	CDS	357	hypA		COG0375	Hydrogenase maturation factor HypA
IFJHKHAP_02880	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
IFJHKHAP_02881	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
IFJHKHAP_02882	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
IFJHKHAP_02883	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
IFJHKHAP_02884	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
IFJHKHAP_02885	CDS	345				hypothetical protein
IFJHKHAP_02886	CDS	918			COG0803	putative periplasmic iron-binding protein
